3.110097074036669573e-01 1.374074922528795151e-01 3.571686175734201107e-01 3.324379492415653337e-01 1.624033962116067098e-01 8.699930355051490594e-01 9.785576461087025502e-01 3.735676430793313241e-01 4.442520285094420096e-02 1.490371579750591202e-01
9.454333134461571087e-01 1.036861714525676437e-01 3.239327270334454445e-01 3.111911346981182103e-01 4.388986379932028337e-01 9.736847906791833429e-01 4.050635855382438422e-01 3.088724472363046925e-01 7.719804437114357043e-01 9.310422892803470463e-01
3.949486750408321978e-01 2.581551401555648440e-01 8.581899883875925283e-01 2.538686696499914408e-02 7.251009457736692365e-01 3.063142525485386125e-01 6.865284720236847216e-01 6.454359958139298525e-01 6.433450185051639014e-01 1.161349566304450409e-01
2.197261655832987159e-01 4.360900651586963050e-01 3.282266868553631589e-01 1.395570907969267971e-03 9.564014158472403659e-01 1.807425333066401407e-01 3.934089228118373693e-01 6.362366951227184098e-01 2.347094818693883367e-01 1.478322309667414736e-01
6.986813678167169694e-01 6.262468913466294751e-01 3.060250712449634758e-01 1.147250124642577029e-01 4.427151035855594330e-01 9.266434257205415914e-01 3.415118748637965274e-01 7.027546883334099270e-01 8.676759294049987137e-01 2.508508230366518488e-01
2.688940675470997688e-01 3.742088593542665098e-01 3.672412674224292406e-01 7.943967999494701004e-01 4.828921104531067598e-01 2.723883047933143287e-01 2.292388856397309382e-02 1.272636341802169113e-01 6.703813057816196963e-01 9.877420463359959379e-01
4.803424114806295053e-01 7.283869626005601283e-02 9.675770205874508756e-01 4.749285401668390527e-01 6.128661777320425497e-01 7.014994594772321346e-01 6.462042291055745125e-01 3.841710543022599511e-01 3.055874644383644867e-01 2.506553594252592942e-01
1.418615099721221018e-02 3.120706738971588123e-01 1.640671561150710556e-01 7.821423618243251719e-01 8.489515252214996366e-01 6.870858723005124347e-02 1.581145772862281307e-01 9.640785707298535900e-01 6.041734071261440908e-01 9.707503033783361213e-01
1.715187731428871043e-01 7.712815071172787196e-01 9.610369247990214747e-01 8.882143170358826056e-01 2.074540821787335121e-01 3.606219558848199336e-01 7.681232130861582741e-01 1.678884527203704513e-01 3.487886978316590003e-03 6.781527739792971854e-01
4.678394840128827781e-01 2.607027245346025257e-01 1.508452333122943800e-01 5.537742967643425329e-01 3.836409073259616775e-02 4.145119007318106563e-01 5.449244761875104981e-01 3.616343349817435771e-01 8.351851319229687265e-01 1.355510941422320981e-01
6.903116307325932732e-01 6.394831536636403913e-01 5.179949273942634491e-01 7.141587900705077541e-01 2.714069752143338787e-01 1.199996154272855442e-01 1.440366446408407608e-01 1.170113913828488839e-01 8.828140914096808123e-01 6.627063989445619585e-01
2.188022513635834443e-02 2.800273148129769352e-01 6.986411037212367781e-01 2.282763116401207437e-01 2.394180103926877301e-01 4.636632595311512839e-01 1.647439338085543437e-02 8.693083182144468735e-01 4.939017054543233254e-01 4.088276685967255908e-01
9.229467112620121094e-01 2.310055242527679908e-01 9.271879925359024499e-01 2.428728155437837044e-01 4.002028938371896549e-01 3.564892030635095077e-01 7.069892540566058425e-02 5.719130586750399425e-01 7.403979634646977726e-01 3.333188250997103363e-01
8.034860076985738120e-01 5.579360289449266652e-01 7.000897655409979992e-01 4.050337882094189323e-01 9.745265694611959795e-02 7.522544770545872561e-01 4.380773055582386499e-01 3.616754186202648658e-01 7.594668446330610223e-01 1.158377323651011981e-01
2.767871001101938067e-01 4.501166126693251224e-01 2.162137647839141863e-01 2.982776492590796247e-01 5.905586391747442709e-01 2.725226826928949242e-01 5.598089464524438341e-01 8.217473398493950754e-01 9.150066304101257542e-01 8.666084102163751357e-02
4.328633482381873954e-01 9.782141484054669434e-01 9.041130891009846460e-01 7.135848796325345855e-01 2.292237745061979082e-01 9.260331928470444396e-01 7.177617416514459059e-02 8.319459065407847076e-01 4.364346053396304104e-01 9.385384512661270051e-01
7.868043436651569467e-01 9.888238454529190147e-01 4.358108983962186711e-01 1.888157609507263857e-01 1.706327894164809678e-01 2.925741865404324349e-01 2.000069538627520238e-01 1.826118645533796325e-01 3.361294200926878695e-01 7.245332457641351365e-02
6.207161620427492643e-01 2.500488488722124591e-01 8.570116506403365753e-01 2.344190256935936301e-01 2.660385215971157180e-01 7.883566292070953718e-01 1.986448210792904900e-01 5.467881174119272325e-01 8.458702644345128530e-02 3.175258489529193540e-01
3.021987505065131252e-01 4.348603737051284224e-01 2.489925332320362950e-01 5.154044782960680582e-01 8.033914861941633401e-01 3.882949480230598605e-01 5.795740087805666407e-01 7.640231563747181820e-01 2.927725793044043678e-01 8.890927957669934045e-01
3.931740673716955792e-01 8.112551634945708301e-02 2.357666455642741798e-01 7.012673858399672833e-01 1.562268243897468878e-02 5.985821157924098301e-01 5.413815820565391901e-01 3.598723951658725495e-01 2.158780401287129225e-01 9.383367771496835541e-01
5.473160451801849513e-01 9.995519203630787164e-02 2.095181803185781622e-01 6.550271415415067633e-01 3.863490481865096138e-01 1.226561378822995652e-01 2.695456405992253668e-01 8.996086230594129152e-01 9.446482191307412624e-01 1.836187333760349594e-01
7.251325305680134115e-02 2.064783126918459111e-01 7.747793704799277315e-01 9.811766621774422603e-01 9.088375682715020831e-01 2.395044026837661599e-01 9.356878910033614716e-01 9.124371978917925619e-01 6.617545712867223262e-01 1.318332922395801798e-01
6.580522723577205690e-01 9.391103635066752053e-01 9.318957666206767465e-01 6.979628926713359327e-01 5.715929493296421082e-01 4.150919214790509404e-01 7.015898112904604966e-01 8.945164328900466755e-01 4.955942586592646526e-01 6.095672435178538517e-01
2.820719459543966634e-01 2.063626671420660807e-01 1.437811898084667694e-01 5.913932903738517988e-01 7.412636860659367333e-01 1.061586671091826473e-01 1.957685409808783694e-01 9.147267758805166515e-02 3.379027876691986787e-01 2.498352819401060687e-01
5.788717976217616634e-02 8.427114314595507416e-02 1.895720534568975379e-01 9.747652683877761071e-01 1.401552904414502532e-01 9.330039099674241054e-01 4.912600208804498436e-01 3.035114011041065707e-01 4.444921406975085310e-01 3.600636696623770172e-01
7.683014434839031681e-01 8.083090519966000809e-01 1.967266428525383803e-01 2.119885880511791498e-01 7.896387184004841631e-01 5.664756449191871157e-01 2.997547212868697519e-01 1.110117981687148703e-01 4.256993821169328118e-01 4.597472329223940557e-01
3.602299361491160257e-01 6.883976094948455193e-01 5.990264471245531075e-01 6.173186264673754531e-01 1.528003018018133652e-01 5.568156728031674607e-01 8.451883951662326755e-01 8.785752586461172964e-01 3.120723041273651965e-01 9.589137235282498839e-01
3.276486856564079231e-01 8.620105576719599982e-01 9.933387020852167959e-01 7.157747390076540928e-02 5.224147911319916293e-01 2.191678670845323973e-01 4.450099033478308597e-01 1.961231984133826600e-02 9.432587546343605966e-01 1.848855750758668925e-01
3.555156266673468179e-01 5.781846213871441043e-01 8.096939346329887766e-01 5.187484351726919796e-01 7.517420487086383663e-01 2.579209646371037890e-01 1.104804573870444839e-01 2.008354940987168158e-01 1.370162755218966577e-01 4.712264200505796863e-01
